,Unnamed: 0.1,Unnamed: 0,EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,Genus,Species,Variety,PFAF_URL,USDA_HARDINESS_ZONE,USDA_HARDINESS_ZONE_MIN,USDA_HARDINESS_ZONE_MAX
1734,1734,1734,8815,Polygonatum officinale,Michaux,Liliopsida:Liliidae:Asparagales:Convallariaceae,Polygonatum odoratum (Mill.) Druce,"scented Solomon's seal, drug Solomon'-seal, David's harp, selo de Salomao",herb,erect,perennial,multi stem,"ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",,,,,,,,,,,,,45.0,40.0,60.0,65.0,,light shade,cloudy skies,heavy shade,clear skies,medium (50-150 cm),shallow (20-50 cm),,,high,moderate,,,,,well (dry spells),well (dry spells),,,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,home garden,0.0,0.0,Polygonatum,officinale,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+officinale,,,
1735,1735,1735,8819,Polygonum aviculare,L.,Magnoliopsida:Caryophyllidae:Polygonales:Polygonaceae,,"knotgrass, knotweed, prostrate smartweed, bird weed, bird-grass, bird's-tongue, doorweed, renouee des oiseaux, Vogelknoeterich, corriola bastarda, escalracho, erva da muda, sempre-noiva, sanguinaria, Polygoni avicularis herba",herb,prostrate/procumbent/semi-erect,annual,,medicinals & aromatic,harvested from wild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Polygonum,aviculare,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+aviculare,4-8,4,8
1736,1736,1736,8821,Polygonum bistorta,L.,Magnoliopsida:Caryophyllidae:Polygonales:Polygonaceae,,"bistort, European bistort, meadow bistort, English serpentary, bistorta",herb,erect,perennial,,medicinals & aromatic,harvested from wild,,,,,,,,,,,,,45.0,40.0,65.0,70.0,,,,,,,,,,,,,,,,poorly (saturated >50% of year),poorly (saturated >50% of year),,,,temperate oceanic (Do),,,,,0.0,0.0,Polygonum,bistorta,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+bistorta,4-7,4,7
1737,1737,1737,8828,Polygonum equisetiforme,Sibth. & Sm.,Polygonaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Polygonum,equisetiforme,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+equisetiforme,7-10,7,10
1738,1738,1738,8852,Polymnia sonchifolia,Poeppig & Endlicher,Magnoliopsida:Asteridae:Asterales:Compositae,"Polymnia edulis, Smallanthus sonchifolia","leafcup, yacon, yacon strawberry, jiquima, yacuma, arboloco, poir de terre Cochet",herb,erect,"annual, perennial",,"roots/tubers, materials, cover crop",grown on small scale,12.0,22.0,5.0,30.0,800.0,1200.0,600.0,1400.0,5.5,6.5,5.0,7.0,,,30.0,40.0,3600.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),medium (50-150 cm),medium,"heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical dry summer (Cs)",,,,small scale (manual),180.0,210.0,Polymnia,sonchifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Polymnia+sonchifolia,7-10,7,10
1739,1739,1739,8853,Polypodium vulgare,L.,Filicopsida:Polypodiaceae,,common polypody,herb,erect,perennial,,medicinals & aromatic,"grown on small scale, harvested from wild",,,,,,,,,,,,,,,,,,light shade,cloudy skies,heavy shade,cloudy skies,,,organic,"medium, organic",,,,,,,poorly (saturated >50% of year),poorly (saturated >50% of year),,,,temperate oceanic (Do),,,,home garden,0.0,0.0,Polypodium,vulgare,,https://pfaf.org/user/Plant.aspx?LatinName=Polypodium+vulgare,3-6,3,6
1740,1740,1740,8866,Populus euphratica,Oliv.,Magnoliopsida:Dilleniidae:Violales:Salicaceae,Populus diversifolia,"Charab poplar, Hodung tree, bahan, peuplier des Indes, choupo da India",tree,erect,perennial,"deciduous, single stem","forage/pasture, forest/wood, environmental",,20.0,40.0,10.0,52.0,200.0,300.0,75.0,400.0,5.5,7.0,4.5,9.9,,,48.0,48.0,4000.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),medium,"heavy, medium, light",moderate,low,,,low (<4 dS/m),high (>10 dS/m)),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-35.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",drought,,,,120.0,240.0,Populus,euphratica,,https://pfaf.org/user/Plant.aspx?LatinName=Populus+euphratica,Coming soon,,
1741,1741,1741,8872,Populus simonii,,Magnoliopsida:Dilleniidae:Violales:Salicaceae,,"Simon poplar, choupo Simoni",tree,erect,perennial,"deciduous, single stem",environmental,,15.0,25.0,5.0,40.0,400.0,600.0,300.0,700.0,7.0,8.0,6.5,8.5,35.0,35.0,50.0,50.0,1500.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),light,light,moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-30.0,-1.0,long day (>14 hours),"steppe or semiarid (Bs), temperate continental (Dc)",wind,,,,150.0,180.0,Populus,simonii,,https://pfaf.org/user/Plant.aspx?LatinName=Populus+simonii,2-5,2,5
1742,1742,1742,8882,Portulaca quadrifida L.,,Magnoliopsida:Caryophyllidae:Caryophyllales:Portulacaceae,Portulaca walteriana Poelln.,,herb,prostrate/procumbent/semi-erect,annual,"multi stem, C4 photosynthesis","forage/pasture, vegetables, ornamentals/turf, medicinals & aromatic, weed",grown on small scale,22.0,32.0,16.0,36.0,1500.0,2000.0,1000.0,2500.0,5.5,6.5,4.5,7.5,,,20.0,20.0,,very bright,very bright,very bright,clear skies,shallow (20-50 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)",,,can become a weed,,21.0,120.0,Portulaca,quadrifida,,https://pfaf.org/user/Plant.aspx?LatinName=Portulaca+quadrifida,,,
1743,1743,1743,8894,Potentilla anserina,L.,Magnoliopsida:Rosidae:Rosales:Rosaceae,"Potentilla argentina Huds., Argentina vulgaris Lam.","silverweed, wild tansy, goose tansy, argentine, Gaensefingerkraut, anserina, ancarinha, pe' de ganso, tanaceto bravo, Gaenserich, Anserinae herba",herb,prostrate/procumbent/semi-erect,perennial,,medicinals & aromatic,harvested from wild,,,,,,,,,6.0,8.0,5.5,8.5,,,,,,,,,,,,,,,,,,,,well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,,temperate oceanic (Do),,,,,0.0,0.0,Potentilla,anserina,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla+anserina,4-8,4,8
1744,1744,1744,8912,Pouteria lucuma,O. Ktze.,,"Pouteria obovata Baehni, Pouteria insignis Baehni, Lucuma obovata HBK., Lucuma bifera Mol, Lucuma turbinata Molina, Richardella lucuma (R. & P.) Aubreville., Achras lucuma Ruiz & Pavón","lucuma, lucumo, lucma, rucma, mamón",tree,erect,perennial,"evergreen, single stem","fruits & nuts, forest/wood",grown on small scale,21.0,27.0,11.0,36.0,900.0,1500.0,300.0,2300.0,6.5,7.5,6.0,8.5,,,30.0,33.0,3000.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light, organic","heavy, medium, light, wide, organic",high,moderate,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),-5.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,"home garden, small scale (manual)",120.0,240.0,Pouteria,lucuma,,https://pfaf.org/user/Plant.aspx?LatinName=Pouteria+lucuma,,,
1745,1745,1745,8917,Pouteria sapota,(Jacq.) H. More & Stearn,,,"sapote, mammee zapote, marmalade plum, zapote, mamey zapoteo, mamey colorado, zapota grande, sapota grande, unique', grosse sapote",tree,erect,perennial,"evergreen, deciduous, single stem","fruits & nuts, forest/wood","grown on small scale, harvested from wild",24.0,30.0,15.0,36.0,2000.0,3300.0,800.0,4000.0,6.0,6.5,5.0,7.0,10.0,,20.0,25.0,1400.0,clear skies,cloudy skies,clear skies,cloudy skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-2.0,0.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,home garden,365.0,365.0,Pouteria,sapota,,https://pfaf.org/user/Plant.aspx?LatinName=Pouteria+sapota,10-12,10,12
1746,1746,1746,8933,Primula veris,L.,Magnoliopsida:Dilleniidae:Primulales:Primulaceae,Primula officinalis (L.) Hill.,"European cowslip, English cowslip, yellow Star-of-Bethlehem, pagle, palsywort, primevere officinale, coucou, schluesselblume, margarida dos prados, primavera, bem-me-quer",herb,erect,perennial,,"ornamentals/turf, medicinals & aromatic",grown on small scale,,,,,,,,,6.5,8.0,6.0,8.5,,,,,,cloudy skies,clear skies,light shade,very bright,,,,,,,,,,,,,,,,,,,,home garden,0.0,0.0,Primula,veris,,https://pfaf.org/user/Plant.aspx?LatinName=Primula+veris,4-8,4,8
1747,1747,1747,8944,Prosopis africana,(Guill. & Perr.) Taubert,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"deciduous, single stem","forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",,22.0,35.0,18.0,40.0,300.0,500.0,200.0,700.0,5.5,7.0,5.0,7.5,5.0,5.0,20.0,30.0,1000.0,very bright,very bright,very bright,very bright,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light, wide","heavy, medium, light, wide",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,,"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,365.0,365.0,Prosopis,africana,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+africana,10-12,10,12
1748,1748,1748,8946,Prosopis chilensis,(Molina) Stuntz,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"deciduous, single stem, C3 photosynthesis","forage/pasture, fruits & nuts, materials, ornamentals/turf, forest/wood, environmental",grown on small scale,22.0,30.0,12.0,45.0,300.0,500.0,200.0,600.0,6.5,7.5,6.0,8.5,5.0,15.0,30.0,25.0,2900.0,very bright,very bright,very bright,very bright,shallow (20-50 cm),shallow (20-50 cm),"medium, light","medium, light",low,low,,,low (<4 dS/m),high (>10 dS/m)),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-5.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)",drought,,can become a weed,,90.0,180.0,Prosopis,chilensis,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+chilensis,10-12,10,12
1749,1749,1749,8947,Prosopis cineraria,(L.) Druce,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"deciduous, single stem, C3 photosynthesis","forage/pasture, forest/wood, environmental",grown on small scale,28.0,45.0,6.0,50.0,400.0,800.0,100.0,900.0,6.5,8.5,5.5,9.8,10.0,10.0,30.0,30.0,600.0,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-6.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","wind, drought",,,,70.0,210.0,Prosopis,cineraria,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+cineraria,10-12,10,12
1750,1750,1750,8951,Prosopis juliflora,(Sw.) DC.,Magnoliopsida:Rosidae:Fabales:Leguminosae,"Algarobia juliflora (Swartz) Benth. ex Heynh., Mimosa juliflora Swartz., Mimosa salinarum Vahl., Netuma juliflora (Swartz) Raf., Prosopis cumanensis Kunth., Prosopis dominguensis DC., Prosopis vidaliana Naves.","algarroba, vilayati babul",tree,erect,perennial,"evergreen, deciduous, single stem, C3 photosynthesis","forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood",grown on large scale,22.0,35.0,14.0,45.0,300.0,750.0,150.0,1200.0,6.5,7.5,5.5,8.5,,,30.0,35.0,2900.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",low,low,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",2.0,0.0,short day (<12 hours),"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)",,,,,120.0,180.0,Prosopis,juliflora,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+juliflora,7-12,7,12
1751,1751,1751,8952,Prosopis nigra,Griseb. ex Hieron,Leguminosae,Prosopis algarrobilla var. nigra,Algarroba Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Prosopis,nigra,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+nigra,,,
1752,1752,1752,8953,Prosopis pallida,(H.B. ex Willd.) Kunth,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,"shrub, tree",erect,perennial,"deciduous, single stem, multi stem, C3 photosynthesis","pulses (grain legumes), forage/pasture, materials, ornamentals/turf, forest/wood, environmental, weed",grown on small scale,22.0,28.0,19.0,32.0,500.0,1000.0,250.0,1250.0,5.5,6.0,5.0,6.7,,,22.0,22.0,600.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),high (>10 dS/m)),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-2.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)","drought, grazing/browsing",wind,can become a weed,,100.0,240.0,Prosopis,pallida,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+pallida,10-12,10,12
1753,1753,1753,8955,Prosopis spicigera,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"evergreen, single stem",forest/wood,,25.0,35.0,5.0,50.0,250.0,500.0,100.0,875.0,5.5,6.0,5.0,6.7,15.0,15.0,30.0,30.0,,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-4.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)",,,,,120.0,210.0,Prosopis,spicigera,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+spicigera,,,
1754,1754,1754,8958,Prosopis tamarugo,F. Philippi,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"deciduous, single stem, C3 photosynthesis","forage/pasture, vegetables, forest/wood, environmental, weed",,18.0,32.0,8.0,36.0,150.0,250.0,100.0,300.0,7.0,8.0,6.5,8.5,18.0,18.0,35.0,43.0,2500.0,very bright,very bright,very bright,very bright,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",low,low,,,low (<4 dS/m),high (>10 dS/m)),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-12.0,-1.0,short day (<12 hours),"desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)",,,can become a weed,,60.0,120.0,Prosopis,tamarugo,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+tamarugo,10-12,10,12
1755,1755,1755,8959,Prosopis velutina,Wooton,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"single stem, C3 photosynthesis",forest/wood,,23.0,28.0,19.0,34.0,500.0,800.0,340.0,1100.0,5.5,6.5,5.0,7.0,,,,,,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),medium,medium,low,low,,,low (<4 dS/m),high (>10 dS/m)),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,150.0,240.0,Prosopis,velutina,,https://pfaf.org/user/Plant.aspx?LatinName=Prosopis+velutina,,,
1756,1756,1756,8965,Prunus avium,L.,Magnoliopsida:Rosidae:Rosales:Rosaceae,"Cerasus avium (L.) Moench, Cerasus dulcis Gaertn.","gean, heart cherry, sweet cherry, mazzard cherry, fugle kirsebær, cereja doce, cereja galega, Kirsche, Cerasorum stipites",tree,erect,perennial,"deciduous, single stem","fruits & nuts, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild",18.0,28.0,6.0,40.0,500.0,900.0,300.0,1500.0,5.5,6.5,4.5,7.0,,40.0,,60.0,,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-3.0,0.0,,"steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,180.0,240.0,Prunus,avium,,https://pfaf.org/user/Plant.aspx?LatinName=Prunus+avium,3-7,3,7
1757,1757,1757,8967,Prunus capuli,Cav. ex Spreng.,Magnoliopsida:Rosidae:Rosales:Rosaceae,"Prunus serotina ssp. capuli R. Mc Vaugh., Prunus serotina var. salicifolia Koehne","capulin, capuli cherry, American cherry, capulin black cherry, capulin cherry, cerisier capulin, cereza, cereza común, guinda, capulí, cerezo, cereza criolla, cereza de los Andes, muji, detsé, detzé, taunday, jonote, puan, palman, xengua, murmuntu, ussum, kapollinkirsche, Mexican traubenkirsche",tree,erect,perennial,"deciduous, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood",grown on small scale,10.0,22.0,8.0,30.0,400.0,1800.0,300.0,2200.0,5.5,6.5,5.0,7.5,24.0,20.0,38.0,42.0,3400.0,clear skies,very bright,cloudy skies,very bright,medium (50-150 cm),medium (50-150 cm),"medium, light","heavy, medium, light, wide",high,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-20.0,0.0,not sensitive,"subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,,"home garden, small scale (manual)",0.0,0.0,Prunus,capuli,,https://pfaf.org/user/Plant.aspx?LatinName=Prunus+capuli,,,
1758,1758,1758,8970,Prunus cerasus,L.,Magnoliopsida:Rosidae:Rosales:Rosaceae,,"sour cherry, pie-cherry, cerisier commun, ginjeira da ginjas galegas",tree,erect,perennial,"deciduous, single stem","fruits & nuts, materials, forest/wood","grown on small scale, harvested from wild",15.0,25.0,4.0,30.0,800.0,1600.0,500.0,2700.0,6.0,6.5,4.5,7.5,45.0,30.0,60.0,60.0,800.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-10.0,-4.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do)",,,,,180.0,240.0,Prunus,cerasus,,https://pfaf.org/user/Plant.aspx?LatinName=Prunus+cerasus,3-7,3,7
1759,1759,1759,8980,Prunus laurocerasus,L.,Magnoliopsida:Rosidae:Rosales:Rosaceae,Padus laurocerasus Mill.,"cherry laurel, louro-cerejo",shrub,prostrate/procumbent/semi-erect,perennial,,"ornamentals/turf, medicinals & aromatic",grown on small scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"home garden, large scale/commercial",0.0,0.0,Prunus,laurocerasus,,https://pfaf.org/user/Plant.aspx?LatinName=Prunus+laurocerasus,6-8,6,8
1760,1760,1760,8983,Prunus mume,Siebold & Zucc.,Magnoliopsida:Rosidae:Rosales:Rosaceae,,"Japanese apricot, mume, alperceiro do Japao","shrub, tree",erect,perennial,"single stem, multi stem","fruits & nuts, ornamentals/turf",,18.0,34.0,6.0,38.0,800.0,1000.0,600.0,1200.0,5.0,6.5,4.5,7.0,20.0,10.0,40.0,40.0,2000.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-2.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs)",,,,,180.0,210.0,Prunus,mume,,https://pfaf.org/user/Plant.aspx?LatinName=Prunus+mume,6-8,6,8
1761,1761,1761,8992,Prunus salicina,Lindley,Magnoliopsida:Rosidae:Rosales:Rosaceae,,"Japanese plum, ameixeira do Japao","shrub, tree",erect,perennial,"deciduous, single stem, multi stem","fruits & nuts, ornamentals/turf",,18.0,34.0,6.0,38.0,750.0,900.0,650.0,1100.0,5.5,6.5,4.5,7.5,10.0,20.0,40.0,40.0,3000.0,very bright,very bright,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-4.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,,,180.0,240.0,Prunus,salicina,,https://pfaf.org/user/Plant.aspx?LatinName=Prunus+salicina,5-8,5,8
1762,1762,1762,8995,Prunus spinosa,(L.) Walt.,Magnoliopsida:Rosidae:Rosales:Rosaceae,,"sloe, blackthorn, skeg, prunellier, Schlehdorn, slåen, abrunheiro bravo, espinheiro negro, endrino, Cortex acaciae nostratis, Pruni spinosae folium, Pruni spinosae flos, Pruni spinosae fructus",shrub,prostrate/procumbent/semi-erect,perennial,"deciduous, multi stem","fruits & nuts, medicinals & aromatic",harvested from wild,,,,,,,,,,,,,40.0,35.0,58.0,60.0,,,,,,,,,,,,,,,,,,,,,temperate oceanic (Do),,,,,0.0,0.0,Prunus,spinosa,,https://pfaf.org/user/Plant.aspx?LatinName=Prunus+spinosa,4-8,4,8
1763,1763,1763,9001,Psathyrostachys juncea,(Fischer) Nevski,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,,perennial,multi stem,"forage/pasture, environmental",,9.0,22.0,2.0,28.0,500.0,900.0,300.0,1100.0,6.0,7.0,5.3,7.8,40.0,,60.0,,,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","grazing/browsing, trampling",,,,90.0,150.0,Psathyrostachys,juncea,,https://pfaf.org/user/Plant.aspx?LatinName=Psathyrostachys+juncea,,,
1764,1764,1764,9018,Psidium friedrichsthalianum,(O. Berg.) Niedenzu,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,tree,erect,perennial,single stem,"fruits & nuts, ornamentals/turf, forest/wood",harvested from wild,22.0,28.0,16.0,31.0,1200.0,1600.0,640.0,2670.0,6.5,7.2,6.0,7.7,8.0,,20.0,20.0,1000.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",flooding,,,,150.0,210.0,Psidium,friedrichsthalianum,,https://pfaf.org/user/Plant.aspx?LatinName=Psidium+friedrichsthalianum,,,
1765,1765,1765,9029,Psoralea patens,Lindl.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,herb,,perennial,multi stem,forage/pasture,,20.0,28.0,5.0,35.0,450.0,750.0,400.0,1000.0,7.0,7.5,6.5,8.0,10.0,10.0,40.0,40.0,600.0,clear skies,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),light,"heavy, medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-2.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs)",,,,,90.0,150.0,Psoralea,patens,,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea+patens,,,
1766,1766,1766,9041,Pterocarpus angolensis,DC.,Magnoliopsida:Rosidae:Fabales:Leguminosae,"Pterocarpus angolensis subsp. latifoliolatus De Wild., Pterocarpus bussei Harms, Pterocarpus dekindtianus Harms","kiaat, wild teak, bloodwood, paddle-wood, sealing-wax tree, Transvaal teak, african teak, bloedhout, dolfhout, greinhout, kajatenhout, lakhout, wilde-kiaat, umVangati, umVangatsi, umWangati, morôtô, mmilo, mvhangazi, mokwa, morotômadi, mutondo, muvhangazi, murotso, mukwa, umVangazi, umBilo, mninga, mutete, mtumbati",tree,erect,perennial,"deciduous, single stem","forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",,15.0,32.0,12.0,38.0,700.0,1500.0,500.0,2000.0,5.5,7.0,5.0,7.5,10.0,5.0,30.0,35.0,1650.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light, wide",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),-1.0,-1.0,,tropical wet & dry (Aw),fire,,,,365.0,365.0,Pterocarpus,angolensis,,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus+angolensis,10-12,10,12
